CIS,Nom,Nom_Substance
60378182,"GLUCOSE 10 % BIOLUZ, solution pour perfusion",GLUCOSE MONOHYDRATÉ
67639553,"GLUCOSE 10 % FRESENIUS KABI FRANCE, solution pour perfusion",GLUCOSE MONOHYDRATÉ
62266004,"GLUCOSE 10 % LAVOISIER, solution pour perfusion",GLUCOSE MONOHYDRATÉ
60965393,"GLUCOSE 10 % PROAMP, solution injectable",GLUCOSE MONOHYDRATÉ
65773429,"GLUCOSE 2,5 % AGUETTANT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
61294805,"GLUCOSE 2,5 % B. BRAUN, solution pour perfusion",GLUCOSE MONOHYDRATÉ
64764950,"GLUCOSE 2,5 % ET CHLORURE DE SODIUM 0,45 % B.BRAUN, solution pour perfusion",GLUCOSE ANHYDRE
64764950,"GLUCOSE 2,5 % ET CHLORURE DE SODIUM 0,45 % B.BRAUN, solution pour perfusion",SODIUM (CHLORURE DE)
65002515,"GLUCOSE 2,5 % VIAFLO, solution pour perfusion",GLUCOSE MONOHYDRATÉ
62079435,"GLUCOSE 20 % AGUETTANT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
62233545,"GLUCOSE 20 % B.BRAUN, solution pour perfusion",GLUCOSE MONOHYDRATÉ
62016456,"GLUCOSE 30 % AGUETTANT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
68379464,"GLUCOSE 30 % B.BRAUN, solution pour perfusion",GLUCOSE MONOHYDRATÉ
63051200,"GLUCOSE 30 % LAVOISIER, solution injectable en ampoule",GLUCOSE MONOHYDRATÉ
62280694,"GLUCOSE 30 % LAVOISIER, solution pour perfusion en flacon",GLUCOSE MONOHYDRATÉ
68700190,"GLUCOSE 30 % PROAMP, solution injectable",GLUCOSE MONOHYDRATÉ
64767583,"GLUCOSE 5 % AGUETTANT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
68646102,"GLUCOSE 5 % B.BRAUN, solution pour perfusion",GLUCOSE MONOHYDRATÉ
66707752,"GLUCOSE 5 % BIOLUZ, solution pour perfusion",GLUCOSE MONOHYDRATÉ
68125576,"GLUCOSE 5 % FRESENIUS KABI FRANCE, solution pour perfusion",GLUCOSE MONOHYDRATÉ
63121232,"GLUCOSE 5 % LAVOISIER, solution pour perfusion",GLUCOSE MONOHYDRATÉ
60461105,"GLUCOSE 5 % PROAMP, solution injectable",GLUCOSE MONOHYDRATÉ
60375720,"GLUCOSE 5 % VANTIVE, solution pour perfusion",GLUCOSE MONOHYDRATÉ
64150621,"GLUCOSE 5 % VIAFLO, solution pour perfusion",GLUCOSE MONOHYDRATÉ
69620498,"GLUCOSE 50 % AGUETTANT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
61598391,"GLUCOSE 50 % B.BRAUN, solution pour perfusion",GLUCOSE MONOHYDRATÉ
60008845,"GLUCOSE BIOSEDRA 15 POUR CENT, solution pour perfusion",GLUCOSE MONOHYDRATÉ
69074298,"GLUCOSE FRESENIUS 10 %, solution pour perfusion",GLUCOSE MONOHYDRATÉ
66118412,"GLUCOSE FRESENIUS 5 %, solution pour perfusion",GLUCOSE MONOHYDRATÉ
63938775,"GLUCOTEP 150 MBq/mL, solution injectable",FLUDÉSOXYGLUCOSE [18F]
60934953,"GLUCOTRACE 185 MBq/mL, solution injectable",FLUDÉSOXYGLUCOSE [18F]
63079915,"GLUCOVANCE 1000 mg/5 mg, comprimé pelliculé",GLIBENCLAMIDE
63079915,"GLUCOVANCE 1000 mg/5 mg, comprimé pelliculé",CHLORHYDRATE DE METFORMINE
68942820,"GLUCOVANCE 500 mg/2,5 mg, comprimé pelliculé",GLIBENCLAMIDE
68942820,"GLUCOVANCE 500 mg/2,5 mg, comprimé pelliculé",CHLORHYDRATE DE METFORMINE
65940127,"GLUCOVANCE 500 mg/5 mg, comprimé pelliculé",GLIBENCLAMIDE
65940127,"GLUCOVANCE 500 mg/5 mg, comprimé pelliculé",CHLORHYDRATE DE METFORMINE
62664912,"GLUSCAN 600 MBq/mL, solution injectable",FLUDÉSOXYGLUCOSE [18F]
61749306,"GLYCERINUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GLYCERINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62395668,"GLYCEROL/VASELINE/PARAFFINE ARROW 15 %/8 %/2 %, crème",GLYCÉROL
62395668,"GLYCEROL/VASELINE/PARAFFINE ARROW 15 %/8 %/2 %, crème",VASELINE
62395668,"GLYCEROL/VASELINE/PARAFFINE ARROW 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
65410050,"GLYCEROL/VASELINE/PARAFFINE BIOGARAN 15 %/8 %/2 %, crème",GLYCÉROL
65410050,"GLYCEROL/VASELINE/PARAFFINE BIOGARAN 15 %/8 %/2 %, crème",VASELINE
65410050,"GLYCEROL/VASELINE/PARAFFINE BIOGARAN 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
66643449,"GLYCEROL/VASELINE/PARAFFINE CRISTERS 15 %/8 %/2 %, crème",GLYCÉROL
66643449,"GLYCEROL/VASELINE/PARAFFINE CRISTERS 15 %/8 %/2 %, crème",VASELINE
66643449,"GLYCEROL/VASELINE/PARAFFINE CRISTERS 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
62139010,"GLYCEROL/VASELINE/PARAFFINE EG 15 %/8 %/2 %, crème",GLYCÉROL
62139010,"GLYCEROL/VASELINE/PARAFFINE EG 15 %/8 %/2 %, crème",VASELINE
62139010,"GLYCEROL/VASELINE/PARAFFINE EG 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
66306898,"GLYCEROL/VASELINE/PARAFFINE PIERRE FABRE SANTE 15 %/8 %/2 %, crème",GLYCÉROL
66306898,"GLYCEROL/VASELINE/PARAFFINE PIERRE FABRE SANTE 15 %/8 %/2 %, crème",VASELINE
66306898,"GLYCEROL/VASELINE/PARAFFINE PIERRE FABRE SANTE 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
63357040,"GLYCEROL/VASELINE/PARAFFINE SANDOZ 15 %/8 %/2 %, crème",GLYCÉROL
63357040,"GLYCEROL/VASELINE/PARAFFINE SANDOZ 15 %/8 %/2 %, crème",VASELINE
63357040,"GLYCEROL/VASELINE/PARAFFINE SANDOZ 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
60468320,"GLYCEROL/VASELINE/PARAFFINE TEVA 15 %/8 %/2 %, crème",GLYCÉROL
60468320,"GLYCEROL/VASELINE/PARAFFINE TEVA 15 %/8 %/2 %, crème",VASELINE
60468320,"GLYCEROL/VASELINE/PARAFFINE TEVA 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
66186609,"GLYCEROL/VASELINE/PARAFFINE VIATRIS 15 %/8 %/2 %, crème",GLYCÉROL
66186609,"GLYCEROL/VASELINE/PARAFFINE VIATRIS 15 %/8 %/2 %, crème",VASELINE
66186609,"GLYCEROL/VASELINE/PARAFFINE VIATRIS 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
63587956,"GLYCEROL/VASELINE/PARAFFINE ZENTIVA 15 %/8 %/2 %, crème",GLYCÉROL
63587956,"GLYCEROL/VASELINE/PARAFFINE ZENTIVA 15 %/8 %/2 %, crème",VASELINE
63587956,"GLYCEROL/VASELINE/PARAFFINE ZENTIVA 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
68312864,"GLYCEROL/VASELINE/PARAFFINE ZYDUS 15 %/8 %/2 %, crème",GLYCÉROL
68312864,"GLYCEROL/VASELINE/PARAFFINE ZYDUS 15 %/8 %/2 %, crème",VASELINE
68312864,"GLYCEROL/VASELINE/PARAFFINE ZYDUS 15 %/8 %/2 %, crème",PARAFFINE LIQUIDE
61989408,"GLYCO-THYMOLINE 55, solution buccale",LÉVOMENTHOL
61989408,"GLYCO-THYMOLINE 55, solution buccale",BENZOATE DE SODIUM
61989408,"GLYCO-THYMOLINE 55, solution buccale",THYMOL
61989408,"GLYCO-THYMOLINE 55, solution buccale",BORAX
61989408,"GLYCO-THYMOLINE 55, solution buccale",CINÉOLE
61989408,"GLYCO-THYMOLINE 55, solution buccale",SALICYLATE DE SODIUM
66798410,"GLYCOPYRRONIUM BIOGARAN AXICA 44 microgrammes, poudre pour inhalation en gélule",BROMURE DE GLYCOPYRRONIUM
69321097,"GLYCYRRHIZA GLABRA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GLYCYRRHIZA GLABRA POUR PRÉPARATIONS HOMÉOPATHIQUES
66959529,"GLYDO 20 mg/mL, gel en seringue préremplie",CHLORHYDRATE DE LIDOCAÏNE MONOHYDRATÉ
61929560,"GLYPRESSINE 1 mg/5 mL, poudre et solvant pour solution injectable (I.V.)",ACÉTATE DE TERLIPRESSINE
66187173,"GNAPHALIUM DIOICUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GNAPHALIUM DIOICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
65926686,"GNAPHALIUM POLYCEPHALUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",GNAPHALIUM POLYCEPHALUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63176816,"GNAPHALIUM POLYCEPHALUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GNAPHALIUM POLYCEPHALUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62675015,"GOMENOL SOLUBLE 82,5 mg/5 ml, solution pour inhalation par nébuliseur en ampoule",NIAOULI (HUILE ESSENTIELLE DE)
68377082,"GONADOTROPHINE CHORIONIQUE IBSA 5000 UI, poudre et solvant pour solution injectable",GONADOTROPHINE CHORIONIQUE 
65329591,"GONAL-F 1050 UI/1,75 mL poudre et solvant pour solution injectable",FOLLITROPINE ALFA 
68195838,"GONAL-F 150 UI/0,24 mL, solution injectable en stylo prérempli",FOLLITROPINE ALFA 
62483399,"GONAL-F 300 UI/0,48 mL, solution injectable en stylo prérempli",FOLLITROPINE ALFA 
60749100,"GONAL-F 450 UI/0,72 mL, solution injectable en stylo prérempli",FOLLITROPINE ALFA 
67112526,"GONAL-F 900 UI/1,44 mL, solution injectable en stylo prérempli",FOLLITROPINE ALFA 
68628809,"GONAPEPTYL 3,75 mg, poudre et solvant pour suspension injectable à libération prolongée en seringues pré-remplies",ACÉTATE DE TRIPTORÉLINE
66082578,"GONOTOXINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",GONOTOXINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
60136275,"GOSSYPIUM HERBACEUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GOSSYPIUM HERBACEUM POUR PRÉPARATIONS HOMÉOPATHIQUES
64898643,"GRAFALON 20 mg/ml, solution à diluer pour perfusion",IMMUNOGLOBULINE DE LAPIN ANTI-LYMPHOCYTE T HUMAIN 
67976855,"GRANIONS D'ARGENT 0,68 mg/2 ml, solution buvable",NITRATE D'ARGENT
61191716,"GRANIONS D'OR 0,20 mg/2 ml, solution buvable",OR
66442955,"GRANIONS DE BISMUTH 2 mg/2 ml, solution buvable",BISMUTH (NITRATE DE) PENTAHYDRATÉ
69149676,"GRANIONS DE CUIVRE 0,3 mg/2 ml, suspension buvable",CUIVRE
66793609,"GRANIONS DE LITHIUM 1 mg/ 2 ml, solution buvable en ampoule",CITRATE DE LITHIUM
68472961,"GRANIONS DE MAGNESIUM 3,82 mg/2 mL, solution buvable",CHLORURE DE MAGNÉSIUM
61963954,"GRANIONS DE MANGANESE 0,1 mg/2 ml, solution buvable en ampoule",SULFATE DE MANGANÈSE MONOHYDRATÉ
68428616,"GRANIONS DE SELENIUM 0,96 mg/2 mL, suspension buvable",DIOXYDE DE SÉLÉNIUM
69870854,"GRANIONS DE SOUFRE 19,5 mg/2 ml, solution buvable",THIOSULFATE DE SODIUM
68909069,"GRANIONS DE ZINC 15 mg/2 ml, solution buvable en ampoule",ZINC (GLUCONATE DE)
66807418,"GRANOCYTE 13 Millions UI/ml, poudre et solvant pour solution injectable/perfusion en seringue préremplie",LÉNOGRASTIM 
65066667,"GRANOCYTE 34 Millions UI/ml, poudre et solvant pour solution injectable/perfusion en seringue préremplie",LÉNOGRASTIM 
65835628,"GRANPIDAM 20 mg, comprimé pelliculé",CITRATE DE SILDÉNAFIL
67939611,"GRANUDOXY 100 mg, comprimé pelliculé sécable",DOXYCYCLINE MONOHYDRATÉE
67964034,"GRAPHITES BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRAPHITE POUR PRÉPARATIONS HOMÉOPATHIQUES
69407984,"GRAPHITES LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRAPHITE POUR PRÉPARATIONS HOMÉOPATHIQUES
65577665,"GRAPHITES WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRAPHITES POUR PRÉPARATIONS HOMÉOPATHIQUES
63655026,"GRASUSTEK 6 mg, solution injectable en seringue préremplie",PEGFILGRASTIM 
68894585,"GRATIOLA OFFICINALIS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",GRATIOLA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
64210260,"GRAZAX 75 000 SQ-T, lyophilisat sublingual",EXTRAIT ALLERGÉNIQUE DE POLLEN DE FLÉOLE DES PRÉS
60177158,"GRES ROSE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRES ROSE POUR PRÉPARATIONS HOMÉOPATHIQUES
62138346,"GRINDELIA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRINDÉLIA POUR PRÉPARATIONS HOMÉOPATHIQUES
60871385,"GRINDELIA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",GRINDÉLIA POUR PRÉPARATIONS HOMÉOPATHIQUES
67417620,"GUAIACUM BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",GUAIACUM POUR PRÉPARATIONS HOMÉOPATHIQUES
60214902,"GUAIACUM LEHNING, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",GUAIACUM POUR PRÉPARATIONS HOMÉOPATHIQUES
64102886,"GUARANA BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",GUARANA POUR PRÉPARATIONS HOMÉOPATHIQUES
61889660,"GURONSAN, comprimé effervescent",CAFÉINE
61889660,"GURONSAN, comprimé effervescent",ACIDE ASCORBIQUE
61889660,"GURONSAN, comprimé effervescent",GLUCURONAMIDE
62055338,"GUTRON 2,5 mg, comprimé",CHLORHYDRATE DE MIDODRINE
62232411,"GUTRON 2,5 mg, comprimé",CHLORHYDRATE DE MIDODRINE
60747099,"GYDRELLE 0,1 POUR CENT, crème vaginale",ESTRIOL
69981979,"GYMISO 200 microgrammes, comprimé",MISOPROSTOL
62235247,"GYNERGENE CAFEINE, comprimé",CAFÉINE
62235247,"GYNERGENE CAFEINE, comprimé",ERGOTAMINE (TARTRATE D')
67466927,"GYNO TROSYD 300 mg, ovule",TIOCONAZOLE
62774928,"GYNO-PEVARYL 150 mg, ovule",NITRATE D'ÉCONAZOLE
65435445,"GYNOPURA 1 %, crème pour application locale",NITRATE D'ÉCONAZOLE
67315124,"GYNOPURA L.P. 150 mg, ovule à libération prolongée",NITRATE D'ÉCONAZOLE
66445061,"HAIMA 1000 mg, granulés enrobés en sachet",ACIDE TRANEXAMIQUE
63816522,"HALAVEN 0,44 mg/ml, solution injectable",MÉSILATE D'ÉRIBULINE
61490049,"HALDOL 1 mg, comprimé",HALOPÉRIDOL
62237643,"HALDOL 2 mg/ml, solution buvable",HALOPÉRIDOL
61697400,"HALDOL 5 mg, comprimé",HALOPÉRIDOL
65374654,"HALDOL 5 mg/ml, solution injectable en ampoule",HALOPÉRIDOL
61505095,"HALDOL DECANOAS 50 mg/ml, solution injectable",DÉCANOATE D'HALOPÉRIDOL
61053124,"HAMAMELIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HAMAMELIS POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,HAMAMÉLIS POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,VIBURNUM PRUNIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,PULSATILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,AESCULUS HIPPOCASTANUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,TUSSILAGO FARFARA POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,CORYLUS AVELLANA POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,ECHINACEA ANGUSTIFOLIA POUR PRÉPARATIONS HOMÉOPATHIQUES
62862118,HAMAMELIS COMPOSE BOIRON,FLUORICUM ACIDUM POUR PRÉPARATIONS HOMÉOPATHIQUES
61500657,"HAMAMELIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HAMAMELIS POUR PRÉPARATIONS HOMÉOPATHIQUES
67402230,"HARMONET, comprimé enrobé",ÉTHINYLESTRADIOL
67402230,"HARMONET, comprimé enrobé",GESTODÈNE
60853558,"HARPAGOPHYTUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HARPAGOPHYTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
65849122,"HARPAGOPHYTUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HARPAGOPHYTUM POUR PRÉPARATIONS HOMÉOPATHIQUES
64426906,"HARVONI 90 mg/400 mg, comprimé pelliculé",LÉDIPASVIR
64426906,"HARVONI 90 mg/400 mg, comprimé pelliculé",SOFOSBUVIR
69071035,"HAVLANE, comprimé sécable",LOPRAZOLAM (MÉSILATE DE) MONOHYDRATÉ
60386414,"HAVRIX 1440 U/1 mL ADULTES, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé)",VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ 
60152436,"HAVRIX NOURRISSONS ET ENFANTS 720 U/0,5 mL, suspension injectable en seringue préremplie. Vaccin de l'hépatite A (inactivé, adsorbé)",VIRUS DE L'HÉPATITE A SOUCHE HM175 INACTIVÉ ADSORBÉ 
69352630,"HBVAXPRO 5 microgrammes, suspension injectable en seringue préremplie. Vaccin de l'hépatite B (ADNr)",ANTIGÈNE  DE SURFACE DE L'HÉPATITE B RECOMBINANT  
67500468,"HEC, pommade pour application cutanée et nasale",EXTRAIT FLUIDE D'HAMAMÉLIS
67500468,"HEC, pommade pour application cutanée et nasale",PHÉNAZONE
67500468,"HEC, pommade pour application cutanée et nasale",ACIDE TANNIQUE
60514013,"HEDERA HELIX BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HEDERA HELIX POUR PRÉPARATIONS HOMÉOPATHIQUES
66172723,"HEDERA HELIX LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HEDERA HELIX POUR PRÉPARATIONS HOMÉOPATHIQUES
68619742,"HEDETUS, sirop",EXTRAIT SEC DE FEUILLE DE LIERRE GRIMPANT
60101299,"HEKLA LAVA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",HEKLA LAVA POUR PRÉPARATIONS HOMÉOPATHIQUES
61052638,"HELIANTHUS ANNUUS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HELIANTHUS ANNUUS POUR PRÉPARATIONS HOMÉOPATHIQUES
61404858,"HELICIDINE 10 POUR CENT SANS SUCRE, sirop édulcoré à la saccharine sodique et au maltitol liquide",HÉLICIDINE
66743143,"HELICOBACTER TEST INFAI pour les enfants agés de 3 à 11 ans, 45 mg, poudre pour solution buvable",URÉE [13C]
67854641,"HELICOBACTER TEST INFAI, 75 mg poudre pour solution buvable",URÉE [13C]
69494455,"HELIKIT 75 mg, poudre pour solution buvable",URÉE [13C]
65460256,"HELLEBORUS NIGER BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES
67491631,"HELLEBORUS NIGER LEHNING, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",HELLEBORUS NIGER POUR PRÉPARATIONS HOMÉOPATHIQUES
69948025,"HELLEBORUS NIGER planta tota WELEDA, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",HELLEBORUS NIGER PLANTA TOTA POUR PRÉPARATIONS HOMÉOPATHIQUES
67669621,"HELMINTOX 125 mg/2,5 ml, suspension buvable",EMBONATE DE PYRANTEL
64047571,"HELMINTOX 250 mg, comprimé pelliculé",EMBONATE DE PYRANTEL
62990406,HELONIAS COMPOSE BOIRON,BELLADONNA POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,ACTAEA RACEMOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,SEPIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,LILIUM TIGRINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,LONICERA CAPRIFOLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,HELONIAS DIOICA POUR PRÉPARATIONS HOMÉOPATHIQUES
62990406,HELONIAS COMPOSE BOIRON,ALETRIS FARINOSA POUR PRÉPARATIONS HOMÉOPATHIQUES
62606955,"HELONIAS DIOICA BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",HELONIAS DIOICA POUR PRÉPARATIONS HOMÉOPATHIQUES
60478229,"HELONIAS DIOICA LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HELONIAS DIOICA POUR PRÉPARATIONS HOMÉOPATHIQUES
63558075,"HEMANGIOL 3,75 mg/ml, solution buvable",CHLORHYDRATE DE PROPRANOLOL
65176252,"HEMATITE BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HÉMATITE POUR PRÉPARATIONS HOMÉOPATHIQUES
63300452,"HEMGENIX 1 x 10 000 000 000 000 copies du génome/mL, solution à diluer pour perfusion",ÉTRANACOGÈNE DÉZAPARVOVEC 
63593820,"HEMIGOXINE NATIVELLE 0,125 mg, comprimé",DIGOXINE
61529993,"HEMLIBRA 150 mg/mL, solution injectable",ÉMICIZUMAB 
62696479,"HEMLIBRA 30 mg/mL, solution injectable",ÉMICIZUMAB 
69200761,"HEMOCLAR 0,5 POUR CENT, crème",PENTOSANNE (POLYESTER SULFURIQUE DE) SODIQUE
60741986,"HEMOLEVEN 1000 UI/10 mL, poudre et solvant pour solution injectable",FACTEUR XI DE COAGULATION HUMAIN 
61475677,"HEMOSOL B0, solution pour hémodialyse/hémofiltration",CALCIUM (CHLORURE DE) DIHYDRATÉ
61475677,"HEMOSOL B0, solution pour hémodialyse/hémofiltration",LACTIQUE (ACIDE)
61475677,"HEMOSOL B0, solution pour hémodialyse/hémofiltration",MAGNÉSIUM (CHLORURE DE) HEXAHYDRATÉ
61475677,"HEMOSOL B0, solution pour hémodialyse/hémofiltration",BICARBONATE DE SODIUM
61475677,"HEMOSOL B0, solution pour hémodialyse/hémofiltration",CHLORURE DE SODIUM
60123598,"HEPAR SULFUR (HEPAR SULFURIS CALCAREUM) BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES
60123598,"HEPAR SULFUR (HEPAR SULFURIS CALCAREUM) BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HEPAR SULFURIS CALCAREUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67169274,"HEPAR SULFUR LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES
63030882,"HEPAR SULFUR WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HEPAR SULFUR POUR PRÉPARATIONS HOMÉOPATHIQUES
67939789,"HEPARGITOL, poudre orale en sachet bipoche",ACIDE CITRIQUE
67939789,"HEPARGITOL, poudre orale en sachet bipoche",SORBITOL
67939789,"HEPARGITOL, poudre orale en sachet bipoche",SULFATE DE SODIUM ANHYDRE
67939789,"HEPARGITOL, poudre orale en sachet bipoche",CHLORHYDRATE D'ARGININE
67939789,"HEPARGITOL, poudre orale en sachet bipoche",HYDROGÉNOPHOSPHATE DE SODIUM ANHYDRE
66346693,"HEPARINE CALCIQUE PANPHARMA 25 000 UI/mL, solution injectable (S.C.)",HÉPARINE CALCIQUE
64741268,"HEPARINE CALCIQUE PANPHARMA 25 000 UI/mL, solution injectable en seringue pré-remplie (S.C.)",HÉPARINE CALCIQUE
65476933,"HEPARINE CHOAY 25 000 UI/5 mL, solution injectable",HÉPARINE SODIQUE
65822577,"HEPARINE CHOAY 5 000 UI/1 mL, solution injectable",HÉPARINE SODIQUE
64395923,"HEPARINE SODIQUE PANPHARMA 5 000 UI/ml, solution injectable (I.V.)",HÉPARINE SODIQUE
69812630,"HEPATATE, poudre pour solution injectable. Trousse pour la préparation radiopharmaceutique",STANNEUX (FLUORURE)
69812630,"HEPATATE, poudre pour solution injectable. Trousse pour la préparation radiopharmaceutique",FLUORURE DE SODIUM
63654675,"HEPATINE BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES
69231205,"HEPATINE WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",HEPATINE POUR PRÉPARATIONS HOMÉOPATHIQUES
65804084,"HEPCLUDEX 2 mg, poudre pour solution injectable",ACÉTATE DE BULÉVIRTIDE
60496348,"HEPTAMINOL H2 PHARMA 30,5 POUR CENT, solution buvable en gouttes",CHLORHYDRATE D'HEPTAMINOL
66918557,"HERACLEUM SPHONDYLIUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",HERACLEUM SPHONDYLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
61276045,"HERCEPTIN 150 mg, poudre pour solution à diluer pour perfusion",TRASTUZUMAB 
62712079,"HERCEPTIN 600 mg, solution injectable en flacon",TRASTUZUMAB 
60264410,"HERPESEDERMYL 5 %, crème",ACICLOVIR
62425937,"HERZUMA 150 mg, poudre pour solution à diluer pour perfusion",TRASTUZUMAB 
68153262,"HERZUMA 420 mg, poudre pour solution à diluer pour perfusion",TRASTUZUMAB 
62794329,"HEXALYSE, comprimé à sucer",BICLOTYMOL
62794329,"HEXALYSE, comprimé à sucer",CHLORHYDRATE DE LYSOZYME
62794329,"HEXALYSE, comprimé à sucer",ÉNOXOLONE
62976723,"HEXAQUINE, comprimé enrobé",CHLORHYDRATE DE THIAMINE
62976723,"HEXAQUINE, comprimé enrobé",QUININE (BENZOATE DE)
61371447,"HEXASPRAY FRUITS EXOTIQUES, collutoire en flacon pressurisé",BICLOTYMOL
69228426,"HEXASPRAY, collutoire en flacon pressurisé",BICLOTYMOL
69985098,"HEXASTAT, gélule",ALTRÉTAMINE
62232169,"HEXATRIONE 2 POUR CENT, suspension injectable (intra-articulaire)",HEXACÉTONIDE DE TRIAMCINOLONE
