CIS,Nom,Nom_Substance
61995489,"COLLUDOL, solution pour pulvérisation buccale en flacon pressurisé",HEXAMIDINE (DIISÉTIONATE D')
61995489,"COLLUDOL, solution pour pulvérisation buccale en flacon pressurisé",LIDOCAÏNE (CHLORHYDRATE DE)
67338728,"COLLYRE BLEU LAITER, flacon",NITRATE DE NAPHAZOLINE
67338728,"COLLYRE BLEU LAITER, flacon",HYDROXYDE DE MÉTHYLTHIONINIUM
65931808,"COLOBREATHE 1 662 500 UI, poudre pour inhalation en gélule",COLISTIMÉTHATE SODIQUE
69568368,"COLOCYNTHIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES
62379272,"COLOCYNTHIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES
63266847,"COLOCYNTHIS WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",COLOCYNTHIS POUR PRÉPARATIONS HOMÉOPATHIQUES
65008233,"COLOFOAM, mousse rectale",HYDROCORTISONE (ACÉTATE D')
63013865,"COLON BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",COLON POUR PRÉPARATIONS HOMÉOPATHIQUES
68317509,"COLON WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",COLON POUR PRÉPARATIONS HOMÉOPATHIQUES
63486220,"COLOPEG, poudre pour solution buvable",CHLORURE DE POTASSIUM
63486220,"COLOPEG, poudre pour solution buvable",BICARBONATE DE SODIUM
63486220,"COLOPEG, poudre pour solution buvable",CHLORURE DE SODIUM
63486220,"COLOPEG, poudre pour solution buvable",SULFATE DE SODIUM ANHYDRE
63486220,"COLOPEG, poudre pour solution buvable",MACROGOL 3350
63070147,"COLPERMIN 187 mg, gélule gastro-résistante",HUILE ESSENTIELLE DE MENTHE POIVRÉE
61564097,"COLPOTROPHINE 1 POUR CENT, crème",PROMESTRIÈNE
62972842,"COLPOTROPHINE, capsule vaginale",PROMESTRIÈNE
69346531,"COLPRONE 5 mg, comprimé",MÉDROGESTONE
68364042,"COLUMVI 10 mg, solution à diluer pour perfusion",GLOFITAMAB 
66831305,"COLUMVI 2,5 mg, solution à diluer pour perfusion",GLOFITAMAB 
69990800,"COMBANTRIN 125 mg, comprimé",EMBONATE DE PYRANTEL
61429046,"COMBANTRIN 125 mg/2,5 ml, suspension buvable",EMBONATE DE PYRANTEL
60657189,"COMBIGAN 2 mg/mL + 5 mg/mL, collyre en solution",MALÉATE DE TIMOLOL
60657189,"COMBIGAN 2 mg/mL + 5 mg/mL, collyre en solution",TARTRATE DE BRIMONIDINE
65521773,"COMBIVIR 150 mg/300 mg, comprimé pelliculé",ZIDOVUDINE
65521773,"COMBIVIR 150 mg/300 mg, comprimé pelliculé",LAMIVUDINE
65913639,"COMBODART 0,5 mg/0,4 mg, gélule",DUTASTÉRIDE
65913639,"COMBODART 0,5 mg/0,4 mg, gélule",CHLORHYDRATE DE TAMSULOSINE
64397504,"COMIRNATY JN.1 10 microgrammes/dose, dispersion injectable. Vaccin à ARNm contre la COVID-19",BRÉTOVAMÉRAN
65290793,"COMIRNATY JN.1 3 microgrammes/dose, dispersion à diluer pour dispersion injectable. Vaccin à ARNm contre la COVID-19",BRÉTOVAMÉRAN
64281916,"COMIRNATY JN.1 30 microgrammes/dose, dispersion injectable. Vaccin à ARNm contre la COVID-19",BRÉTOVAMÉRAN
67364121,"COMIRNATY LP.8.1 10 microgrammes/dose, dispersion injectable. Vaccin à ARNm contre la COVID-19","ARNM SIMPLE BRIN COIFFÉ EN 5' CODANT POUR LA PROTÉINE SPIKE (S) DU SRAS-COV-2, VARIANT OMICRON LP.8.1"
64208590,"COMIRNATY LP.8.1 3 microgrammes/dose, dispersion à diluer pour dispersion injectable. Vaccin à ARNm contre la COVID-19","ARNM SIMPLE BRIN COIFFÉ EN 5' CODANT POUR LA PROTÉINE SPIKE (S) DU SRAS-COV-2, VARIANT OMICRON LP.8.1"
63466367,"COMIRNATY LP.8.1 30 microgrammes/dose, dispersion injectable. Vaccin à ARNm contre la COVID-19","ARNM SIMPLE BRIN COIFFÉ EN 5' CODANT POUR LA PROTÉINE SPIKE (S) DU SRAS-COV-2, VARIANT OMICRON LP.8.1"
68826958,"COMTAN 200 mg, comprimé pelliculé",ENTACAPONE
60756917,"CONCERTA LP 18 mg, comprimé à libération prolongée",CHLORHYDRATE DE MÉTHYLPHÉNIDATE
63930084,"CONCERTA LP 36 mg, comprimé à libération prolongée",CHLORHYDRATE DE MÉTHYLPHÉNIDATE
60047182,"CONCERTA LP 54 mg, comprimé à libération prolongée",CHLORHYDRATE DE MÉTHYLPHÉNIDATE
65789643,"CONCHIOLINUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CONCHIOLINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
63659423,"CONDURANGO BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONDURANGO POUR PRÉPARATIONS HOMÉOPATHIQUES
61111385,"CONDYLINE 0,5 %, solution pour application cutanée",PODOPHYLLOTOXINE
63343820,"CONEBILOX 5 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
63343820,"CONEBILOX 5 mg/12,5 mg, comprimé pelliculé",CHLORHYDRATE DE NÉBIVOLOL
67059059,"CONEBILOX 5 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
67059059,"CONEBILOX 5 mg/25 mg, comprimé pelliculé",CHLORHYDRATE DE NÉBIVOLOL
64972200,"CONEXXENCE 60 mg, solution injectable en seringue préremplie",DÉNOSUMAB 
69458135,"CONFEROPORT 0,5 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ
60876980,"CONFEROPORT 1 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ
62680140,"CONFEROPORT 2 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ
67015899,"CONFEROPORT 3 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ
62698455,"CONFEROPORT 5 mg, gélule à libération prolongée",TACROLIMUS MONOHYDRATÉ
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",FACTEUR II DE COAGULATION HUMAIN 
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",FACTEUR X DE COAGULATION HUMAIN 
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",FACTEUR IX DE COAGULATION HUMAIN 
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",PROTÉINE S 
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",FACTEUR VII DE COAGULATION HUMAIN 
65111532,"CONFIDEX 1000 UI, poudre et solvant pour solution injectable",PROTÉINE C HUMAINE 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",FACTEUR II DE COAGULATION HUMAIN 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",FACTEUR X DE COAGULATION HUMAIN 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",FACTEUR IX DE COAGULATION HUMAIN 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",PROTÉINE S 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",FACTEUR VII DE COAGULATION HUMAIN 
63709164,"CONFIDEX 250 UI, poudre et solvant pour solution injectable",PROTÉINE C HUMAINE 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",FACTEUR II DE COAGULATION HUMAIN 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",FACTEUR X DE COAGULATION HUMAIN 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",FACTEUR IX DE COAGULATION HUMAIN 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",PROTÉINE S 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",FACTEUR VII DE COAGULATION HUMAIN 
66228022,"CONFIDEX 500 UI, poudre et solvant pour solution injectable",PROTÉINE C HUMAINE 
65136222,"CONGLOMERAT BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CONGLOMERAT POUR PRÉPARATIONS HOMÉOPATHIQUES
63629145,"CONIUM MACULATUM BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES
66912547,"CONIUM MACULATUM LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES
60689692,"CONIUM MACULATUM WELEDA, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONIUM MACULATUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67064661,"CONTALAX, comprimé gastro-résistant",BISACODYL
63918395,"CONTRACNE 10 mg, capsule molle",ISOTRÉTINOÏNE
64237574,"CONTRACNE 20 mg, capsule molle",ISOTRÉTINOÏNE
64677698,"CONTRACNE 40 mg, capsule molle",ISOTRÉTINOÏNE
66017541,"CONTRACNE 5 mg, capsule molle",ISOTRÉTINOÏNE
62711493,"CONTRAMAL 100 mg/2 ml, solution injectable",CHLORHYDRATE DE TRAMADOL
60477650,"CONTRAMAL 100 mg/ml, solution buvable",CHLORHYDRATE DE TRAMADOL
68655884,"CONTRAMAL 50 mg, gélule",CHLORHYDRATE DE TRAMADOL
68951381,"CONTRAMAL LP 100 mg, comprimé à libération prolongée",CHLORHYDRATE DE TRAMADOL
61662919,"CONTRAMAL LP 150 mg, comprimé à libération prolongée",CHLORHYDRATE DE TRAMADOL
65657321,"CONTRAMAL LP 200 mg, comprimé à libération prolongée",CHLORHYDRATE DE TRAMADOL
65724318,"CONTRATHION 2 %, poudre et solvant pour solution injectable",PRALIDOXIME (MÉTHYLSULFATE DE)
69626704,"CONTRE-COUPS DE L'ABBE PERDRIGEON, solution pour application cutanée",SUC SÉCHÉ DE FEUILLE D'ALOÈS DU CAP
69228091,"CONVALLARIA MAJALIS BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONVALLARIA MAJALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
67708750,"CONVALLARIA MAJALIS LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CONVALLARIA MAJALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
67305062,"CONVAMEO, granules",CHINA RUBRA POUR PRÉPARATIONS HOMÉOPATHIQUES
67305062,"CONVAMEO, granules",ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES
67305062,"CONVAMEO, granules",KALIUM PHOSPHORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67305062,"CONVAMEO, granules",SULFUR IODATUM POUR PRÉPARATIONS HOMÉOPATHIQUES
64249879,"CONVOLVULUS ARVENSIS BOIRON, degré de dilution compris entre 2CH à 30CH et 4DH à 60DH",CONVOLVULUS ARVENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES
66838901,"COOLMETEC 20 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
66838901,"COOLMETEC 20 mg/12,5 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL
61687655,"COOLMETEC 20 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
61687655,"COOLMETEC 20 mg/25 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL
65190921,"COOLMETEC 40 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
65190921,"COOLMETEC 40 mg/12,5 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL
61385500,"COOLMETEC 40 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
61385500,"COOLMETEC 40 mg/25 mg, comprimé pelliculé",OLMÉSARTAN MÉDOXOMIL
60082062,"COPAXONE 20 mg/ml, solution injectable en seringue préremplie",ACÉTATE DE GLATIRAMÈRE
67611486,"COPAXONE 40 mg/ml, solution injectable en seringue préremplie",ACÉTATE DE GLATIRAMÈRE
68703172,"COQUELUSEDAL ADULTES, suppositoire",HUILE ESSENTIELLE DE NIAOULI
68703172,"COQUELUSEDAL ADULTES, suppositoire",EXTRAIT MOU DE GRINDÉLIA
68703172,"COQUELUSEDAL ADULTES, suppositoire",EXTRAIT MOU DE GELSÉMIUM
62669813,"COQUELUSEDAL ENFANTS, suppositoire",EXTRAIT MOU DE SOMMITÉ FLEURIE DE GRINDÉLIA
62669813,"COQUELUSEDAL ENFANTS, suppositoire",EXTRAIT MOU DE PARTIE SOUTERRAINE DE GELSÉMIUM
68685009,"COQUELUSEDAL NOURRISSONS, suppositoire",GRINDÉLIA (EXTRAIT MOU DE)
68685009,"COQUELUSEDAL NOURRISSONS, suppositoire",GELSÉMIUM (EXTRAIT DE) (MOU)
61293112,"COQUELUSEDAL PARACETAMOL 100 mg, suppositoire",PARACÉTAMOL
61293112,"COQUELUSEDAL PARACETAMOL 100 mg, suppositoire",EXTRAIT MOU DE GRINDÉLIA
61293112,"COQUELUSEDAL PARACETAMOL 100 mg, suppositoire",EXTRAIT MOU DE GELSÉMIUM
63208057,"COQUELUSEDAL PARACETAMOL 250 mg, suppositoire",PARACÉTAMOL
63208057,"COQUELUSEDAL PARACETAMOL 250 mg, suppositoire",EXTRAIT MOU DE GRINDÉLIA
63208057,"COQUELUSEDAL PARACETAMOL 250 mg, suppositoire",EXTRAIT MOU DE GELSÉMIUM
61038663,"CORALLIUM RUBRUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CORALLIUM RUBRUM POUR PRÉPARATIONS HOMÉOPATHIQUES
68243813,"CORAZED 1%, crème",HYDROCORTISONE
62305927,"CORDARONE 150 mg/3 ml, solution injectable en ampoule (IV)",AMIODARONE (CHLORHYDRATE D')
60662396,"CORDARONE 200 mg, comprimé sécable",AMIODARONE (CHLORHYDRATE D')
64408662,"CORDARONE 200 mg, comprimé sécable",AMIODARONE (CHLORHYDRATE D')
68973926,"CORDARONE 200 mg, comprimé sécable",AMIODARONE (CHLORHYDRATE D')
62092895,"CORGARD 80 mg, comprimé sécable",NADOLOL
61675902,"CORICIDE LE DIABLE 11 g/100 g, solution pour application cutanée",ACIDE SALICYLIQUE
61448776,"COROTROPE 10 mg/10 ml, solution injectable IV",MILRINONE
60118715,"CORTANCYL 1 mg, comprimé",PREDNISONE
62390849,"CORTANCYL 20 mg, comprimé sécable",PREDNISONE
60492702,"CORTANCYL 5 mg, comprimé sécable",PREDNISONE
67981927,"CORTAPAISYL 0,5 %, crème",ACÉTATE D'HYDROCORTISONE
69638813,"CORTEX CEREBRAL BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CORTEX CEREBRAL POUR PRÉPARATIONS HOMÉOPATHIQUES
65213430,"CORTEX CEREBRAL WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CORTEX CEREBRAL POUR PRÉPARATIONS HOMÉOPATHIQUES
67306367,"CORTEX SURRENAL BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CORTEX SURRENAL POUR PRÉPARATIONS HOMÉOPATHIQUES
67240376,"CORTISEDERMYL 0,5 %, crème",HYDROCORTISONE
67948172,"CORTISONE BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 6DH et 60DH",CORTISONE POUR PRÉPARATIONS HOMÉOPATHIQUES
68131878,"CORVASAL 2 mg, comprimé sécable",MOLSIDOMINE
67646277,"CORVASAL 4 mg, comprimé",MOLSIDOMINE
66282874,"CORYZALIA, comprimé orodispersible",ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES
66282874,"CORYZALIA, comprimé orodispersible",BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES
66282874,"CORYZALIA, comprimé orodispersible",GELSEMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
66282874,"CORYZALIA, comprimé orodispersible",KALIUM BICHROMICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
66282874,"CORYZALIA, comprimé orodispersible",SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
67141200,"CORYZALIA, solution buvable en récipient unidose",ALLIUM CEPA POUR PRÉPARATIONS HOMÉOPATHIQUES
67141200,"CORYZALIA, solution buvable en récipient unidose",BELLADONA POUR PRÉPARATIONS HOMÉOPATHIQUES
67141200,"CORYZALIA, solution buvable en récipient unidose",GELSEMIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67141200,"CORYZALIA, solution buvable en récipient unidose",KALIUM BICHROMICUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67141200,"CORYZALIA, solution buvable en récipient unidose",SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES
63549069,"COSENTYX 150 mg, solution injectable en seringue préremplie",SÉCUKINUMAB 
65007804,"COSENTYX 150 mg, solution injectable en stylo prérempli",SÉCUKINUMAB 
66951589,"COSENTYX 300 mg, solution injectable en seringue préremplie",SÉCUKINUMAB 
63934499,"COSENTYX 300 mg, solution injectable en stylo prérempli",SÉCUKINUMAB 
67688059,"COSENTYX 75 mg, solution injectable en seringue préremplie",SÉCUKINUMAB 
67416486,"COSIDIME 20 mg/mL + 5 mg/mL, collyre en solution",MALÉATE DE TIMOLOL
67416486,"COSIDIME 20 mg/mL + 5 mg/mL, collyre en solution",CHLORHYDRATE DE DORZOLAMIDE
65942427,"COSIMPREL 10 mg/10 mg, comprimé pelliculé",FUMARATE DE BISOPROLOL
65942427,"COSIMPREL 10 mg/10 mg, comprimé pelliculé",PÉRINDOPRIL ARGININE
61223740,"COSIMPREL 10 mg/5 mg, comprimé pelliculé",FUMARATE DE BISOPROLOL
61223740,"COSIMPREL 10 mg/5 mg, comprimé pelliculé",PÉRINDOPRIL ARGININE
68137895,COSIMPREL 5 mg/10 mg comprimé pelliculé sécable,FUMARATE DE BISOPROLOL
68137895,COSIMPREL 5 mg/10 mg comprimé pelliculé sécable,PÉRINDOPRIL ARGININE
67398942,"COSIMPREL 5 mg/5 mg, comprimé pelliculé sécable",FUMARATE DE BISOPROLOL
67398942,"COSIMPREL 5 mg/5 mg, comprimé pelliculé sécable",PÉRINDOPRIL ARGININE
66507634,"COSMEGEN 0,5 mg, poudre pour solution injectable",DACTINOMYCINE
62782316,"COSOPT 20 mg/ml + 5 mg/ml, collyre en solution",MALÉATE DE TIMOLOL
62782316,"COSOPT 20 mg/ml + 5 mg/ml, collyre en solution",CHLORHYDRATE DE DORZOLAMIDE
62310931,"COSTEC 20 mg/mL + 5 mg/mL, collyre en solution",MALÉATE DE TIMOLOL
62310931,"COSTEC 20 mg/mL + 5 mg/mL, collyre en solution",CHLORHYDRATE DE DORZOLAMIDE
67481950,"COTAREG 160 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
67481950,"COTAREG 160 mg/12,5 mg, comprimé pelliculé",VALSARTAN
66124970,"COTAREG 160 mg/25 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
66124970,"COTAREG 160 mg/25 mg, comprimé pelliculé",VALSARTAN
63139718,"COTAREG 80 mg/12,5 mg, comprimé pelliculé",HYDROCHLOROTHIAZIDE
63139718,"COTAREG 80 mg/12,5 mg, comprimé pelliculé",VALSARTAN
65045274,"COTELLIC 20 mg, comprimé pelliculé",HÉMIFUMARATE DE COBIMÉTINIB
67891013,"COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé",TRIMÉTHOPRIME
67891013,"COTRIMOXAZOLE TEVA 800 mg/160 mg, comprimé",SULFAMÉTHOXAZOLE
64631925,"COUMADINE 2 mg, comprimé sécable",WARFARINE SODIQUE
63245753,"COUMADINE 5 mg, comprimé sécable",WARFARINE SODIQUE
68364117,"COUMADINE 5 mg, comprimé sécable",WARFARINE SODIQUE
60657997,"COVERAM 10 mg/10 mg, comprimé",PÉRINDOPRIL ARGININE
60657997,"COVERAM 10 mg/10 mg, comprimé",BÉSILATE D'AMLODIPINE
65401119,"COVERAM 10 mg/10 mg, comprimé",PÉRINDOPRIL ARGININE
65401119,"COVERAM 10 mg/10 mg, comprimé",BÉSILATE D'AMLODIPINE
66299756,"COVERAM 10 mg/10 mg, comprimé",PÉRINDOPRIL ARGININE
66299756,"COVERAM 10 mg/10 mg, comprimé",BÉSILATE D'AMLODIPINE
60187348,"COVERAM 10 mg/5 mg, comprimé",PÉRINDOPRIL ARGININE
60187348,"COVERAM 10 mg/5 mg, comprimé",BÉSILATE D'AMLODIPINE
60236546,"COVERAM 10 mg/5 mg, comprimé",PÉRINDOPRIL ARGININE
60236546,"COVERAM 10 mg/5 mg, comprimé",BÉSILATE D'AMLODIPINE
66159149,"COVERAM 10 mg/5 mg, comprimé",PÉRINDOPRIL ARGININE
66159149,"COVERAM 10 mg/5 mg, comprimé",BÉSILATE D'AMLODIPINE
60972480,"COVERAM 5 mg/10 mg, comprimé",PÉRINDOPRIL ARGININE
60972480,"COVERAM 5 mg/10 mg, comprimé",BÉSILATE D'AMLODIPINE
67126052,"COVERAM 5 mg/10 mg, comprimé",PÉRINDOPRIL ARGININE
67126052,"COVERAM 5 mg/10 mg, comprimé",BÉSILATE D'AMLODIPINE
64441025,"COVERAM 5 mg/5 mg, comprimé",PÉRINDOPRIL ARGININE
64441025,"COVERAM 5 mg/5 mg, comprimé",BÉSILATE D'AMLODIPINE
67753553,"COVERAM 5 mg/5 mg, comprimé",PÉRINDOPRIL ARGININE
67753553,"COVERAM 5 mg/5 mg, comprimé",BÉSILATE D'AMLODIPINE
68391071,"COVERSYL 10 mg, comprimé pelliculé",PÉRINDOPRIL ARGININE
69475939,"COVERSYL 2,5 mg, comprimé pelliculé",PÉRINDOPRIL ARGININE
63849839,"COVERSYL 5 mg, comprimé pelliculé sécable",PÉRINDOPRIL ARGININE
66928996,"COZAAR 100 mg, comprimé pelliculé",LOSARTAN POTASSIQUE
69197614,"COZAAR 50 mg, comprimé pelliculé",LOSARTAN POTASSIQUE
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",NUX VOMICA POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",ARNICA MONTANA POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",CACTUS GRANDIFLORUS POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",GLONOINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",ARSENICUM ALBUM POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",ACONITUM NAPELLUS POUR PRÉPARATIONS HOMÉOPATHIQUES
67220669,"CRATAEGUS COMPLEXE N°15, solution buvable en gouttes",APOCYNUM CANNABINUM POUR PRÉPARATIONS HOMÉOPATHIQUES
69287321,"CRATAEGUS OXYACANTHA BOIRON, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
60275136,"CRATAEGUS OXYACANTHA LEHNING, degré de dilution compris entre 2CH et 30CH ou entre 4DH et 60DH",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
61630693,"CRATAEGUS OXYACANTHA TEINTURE MERE BOIRON, liquide oral",CRATAEGUS OXYACANTHA POUR PRÉPARATIONS HOMÉOPATHIQUES
62820261,"CRATAEGUS OXYACANTHA macérat glycériné BOIRON, degré de dilution compris entre 4DH et 6DH",CRATAEGUS OXYACANTHA MACÉRAT GLYCÉRINÉ POUR PRÉPARATIONS HOMÉOPATHIQUES
60154309,"CREME AU CALENDULA, crème",CALENDULA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES
61969156,"CREON 10 000 U, gélule gastro-résistante",PANCRÉATINE 
61529057,"CREON 25 000 U, gélule gastro-résistante",PANCRÉATINE 
62726958,"CREON 35 000 U , gélule gastro-résistante",PANCRÉATINE 
65294763,"CREON 5000 U, granulés gastro-résistants",PANCRÉATINE 
69181040,"CRESEMBA 100 mg, gélule",SULFATE D'ISAVUCONAZONIUM
60184590,"CRESEMBA 200 mg, poudre pour solution à diluer pour perfusion",SULFATE D'ISAVUCONAZONIUM
66191855,"CRESOLUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CRESOLUM POUR PRÉPARATIONS HOMÉOPATHIQUES
68479386,"CRESTOR 10 mg, comprimé pelliculé",ROSUVASTATINE CALCIQUE
67273757,"CRESTOR 20 mg, comprimé pelliculé",ROSUVASTATINE CALCIQUE
63191743,"CRESTOR 5 mg, comprimé pelliculé",ROSUVASTATINE CALCIQUE
65015968,"CRINONE 80 mg/g, gel vaginal",PROGESTÉRONE
60975672,"CRISTAL ADULTES, suppositoire",GLYCÉROL
66204021,"CRISTAL ENFANTS, suppositoire",GLYCÉROL
60132572,"CRISTAL NOURRISSONS, suppositoire",GLYCÉROL
64029324,"CROCUS SATIVUS BOIRON, degré de dilution compris entre 3CH et 30CH ou entre 5DH et 60DH",CROCUS SATIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES
60214464,"CROCUS SATIVUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 7DH et 60DH",CROCUS SATIVUS POUR PRÉPARATIONS HOMÉOPATHIQUES
67898381,"CROMABAK 20 mg/ml, collyre en solution",CROMOGLICATE DE SODIUM
69943900,"CROMADOSES 2 POUR CENT, collyre en solution en récipient unidose",CROMOGLICATE DE SODIUM
68737032,"CROMOGLICATE DE SODIUM BIOGARAN 2 %, collyre en solution",CROMOGLICATE DE SODIUM
63603741,"CROMOGLICATE DE SODIUM VIATRIS 2 %, collyre en solution",CROMOGLICATE DE SODIUM
68386619,"CROMOPTIC 2 % SANS CONSERVATEUR, collyre en solution",CROMOGLICATE DE SODIUM
66472119,"CROMOPTIC 2 %, collyre en solution en récipient unidose",CROMOGLICATE DE SODIUM
60385077,CRONOMIR 10 microgrammes/mL solution injectable/pour perfusion,NORADRÉNALINE (TARTRATE DE) MONOHYDRATÉ
61750454,"CROTALUS HORRIDUS BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CROTALUS HORRIDUS POUR PRÉPARATIONS HOMÉOPATHIQUES
66182443,"CROTALUS HORRIDUS LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CROTALUS HORRIDUS POUR PRÉPARATIONS HOMÉOPATHIQUES
66291065,"CROTALUS HORRIDUS WELEDA, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CROTALUS HORRIDUS POUR PRÉPARATIONS HOMÉOPATHIQUES
63193324,"CROTON TIGLIUM BOIRON, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
64650441,"CROTON TIGLIUM LEHNING, degré de dilution compris entre 4CH et 30CH ou entre 8DH et 60DH",CROTON TIGLIUM POUR PRÉPARATIONS HOMÉOPATHIQUES
60215018,"CRYSVITA 10 mg, solution injectable",BUROSUMAB 
66071126,"CRYSVITA 20 mg, solution injectable",BUROSUMAB 
67649597,"CRYSVITA 30 mg, solution injectable",BUROSUMAB 
